NR.,CODICE UNIONE,REGIONE,PROVINCIA,DESCRIZIONE UNIONE DI COMUNI,DATA COSTITUZIONE,NR. COMUNI,COMUNI,POP. UOMINI,POP. DONNE,POP. TOTALE
15,2060856330,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' COLLINARE DEL FRIULI,1-Gen-2021,15,TREPPO GRANDE,832,909,1741
1,2060856180,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DEL FRIULI ORIENTALE,15-Apr-2016,9,BUTTRIO,1990,2049,4039
2,2060856180,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DEL FRIULI ORIENTALE,15-Apr-2016,9,CIVIDALE DEL FRIULI,5392,5986,11378
3,2060856180,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DEL FRIULI ORIENTALE,15-Apr-2016,9,MANZANO,3167,3414,6581
4,2060856180,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DEL FRIULI ORIENTALE,15-Apr-2016,9,MOIMACCO,822,826,1648
5,2060856180,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DEL FRIULI ORIENTALE,15-Apr-2016,9,PRADAMANO,1686,1850,3536
6,2060856180,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DEL FRIULI ORIENTALE,15-Apr-2016,9,PREMARIACCO,2086,2101,4187
7,2060856180,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DEL FRIULI ORIENTALE,15-Apr-2016,9,PREPOTTO,418,391,809
8,2060856180,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DEL FRIULI ORIENTALE,15-Apr-2016,9,REMANZACCO,2994,3072,6066
9,2060856180,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DEL FRIULI ORIENTALE,15-Apr-2016,9,SAN GIOVANNI AL NATISONE,3066,3051,6117
1,2060856140,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA CANAL DEL FERRO E VAL CANALE,15-Apr-2016,8,CHIUSAFORTE,359,344,703
2,2060856140,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA CANAL DEL FERRO E VAL CANALE,15-Apr-2016,8,DOGNA,101,91,192
3,2060856140,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA CANAL DEL FERRO E VAL CANALE,15-Apr-2016,8,MALBORGHETTO VALBRUNA,481,488,969
4,2060856140,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA CANAL DEL FERRO E VAL CANALE,15-Apr-2016,8,MOGGIO UDINESE,883,931,1814
5,2060856140,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA CANAL DEL FERRO E VAL CANALE,15-Apr-2016,8,PONTEBBA,724,779,1503
6,2060856140,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA CANAL DEL FERRO E VAL CANALE,15-Apr-2016,8,RESIA,563,528,1091
7,2060856140,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA CANAL DEL FERRO E VAL CANALE,15-Apr-2016,8,RESIUTTA,151,164,315
8,2060856140,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA CANAL DEL FERRO E VAL CANALE,15-Apr-2016,8,TARVISIO,2352,2225,4577
1,2060856160,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DEL GEMONESE,20-Apr-2016,6,ARTEGNA,1407,1470,2877
2,2060856160,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DEL GEMONESE,20-Apr-2016,6,BORDANO,378,411,789
3,2060856160,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DEL GEMONESE,20-Apr-2016,6,GEMONA DEL FRIULI,5331,5810,11141
4,2060856160,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DEL GEMONESE,20-Apr-2016,6,MONTENARS,277,281,558
5,2060856160,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DEL GEMONESE,20-Apr-2016,6,TRASAGHIS,1149,1149,2298
6,2060856160,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DEL GEMONESE,20-Apr-2016,6,VENZONE,1119,1111,2230
1,2060856310,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DEL NATISONE E TORRE,16-Ago-2016,17,ATTIMIS,903,958,1861
2,2060856310,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DEL NATISONE E TORRE,16-Ago-2016,17,CASSACCO,1415,1496,2911
3,2060856310,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DEL NATISONE E TORRE,16-Ago-2016,17,DRENCHIA,59,75,134
4,2060856310,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DEL NATISONE E TORRE,16-Ago-2016,17,FAEDIS,1482,1532,3014
5,2060856310,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DEL NATISONE E TORRE,16-Ago-2016,17,GRIMACCO,180,194,374
6,2060856310,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DEL NATISONE E TORRE,16-Ago-2016,17,LUSEVERA,346,354,700
7,2060856310,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DEL NATISONE E TORRE,16-Ago-2016,17,MAGNANO IN RIVIERA,1167,1199,2366
8,2060856310,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DEL NATISONE E TORRE,16-Ago-2016,17,NIMIS,1369,1409,2778
9,2060856310,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DEL NATISONE E TORRE,16-Ago-2016,17,POVOLETTO,2718,2854,5572
10,2060856310,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DEL NATISONE E TORRE,16-Ago-2016,17,PULFERO,516,517,1033
11,2060856310,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DEL NATISONE E TORRE,16-Ago-2016,17,SAN LEONARDO,595,566,1161
12,2060856310,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DEL NATISONE E TORRE,16-Ago-2016,17,SAN PIETRO AL NATISONE,1085,1138,2223
13,2060856310,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DEL NATISONE E TORRE,16-Ago-2016,17,SAVOGNA,254,228,482
14,2060856310,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DEL NATISONE E TORRE,16-Ago-2016,17,STREGNA,208,190,398
15,2060856310,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DEL NATISONE E TORRE,16-Ago-2016,17,TAIPANA,355,324,679
16,2060856310,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DEL NATISONE E TORRE,16-Ago-2016,17,TARCENTO,4311,4784,9095
17,2060856310,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DEL NATISONE E TORRE,16-Ago-2016,17,TORREANO,1079,1134,2213
1,2060856150,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DELLA CARNIA,1-Gen-2016,28,AMARO,386,455,841
2,2060856150,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DELLA CARNIA,1-Gen-2016,28,AMPEZZO,506,524,1030
3,2060856150,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DELLA CARNIA,1-Gen-2016,28,ARTA TERME,1107,1136,2243
4,2060856150,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DELLA CARNIA,1-Gen-2016,28,CAVAZZO CARNICO,512,575,1087
5,2060856150,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DELLA CARNIA,1-Gen-2016,28,CERCIVENTO,350,346,696
6,2060856150,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DELLA CARNIA,1-Gen-2016,28,COMEGLIANS,282,250,532
7,2060856150,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DELLA CARNIA,1-Gen-2016,28,ENEMONZO,658,693,1351
8,2060856150,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DELLA CARNIA,1-Gen-2016,28,FORNI AVOLTRI,322,320,642
9,2060856150,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DELLA CARNIA,1-Gen-2016,28,FORNI DI SOPRA,509,518,1027
10,2060856150,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DELLA CARNIA,1-Gen-2016,28,FORNI DI SOTTO,303,317,620
11,2060856150,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DELLA CARNIA,1-Gen-2016,28,LAUCO,397,387,784
12,2060856150,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DELLA CARNIA,1-Gen-2016,28,OVARO,994,1016,2010
13,2060856150,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DELLA CARNIA,1-Gen-2016,28,PALUZZA,1141,1231,2372
14,2060856150,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DELLA CARNIA,1-Gen-2016,28,PAULARO,1324,1413,2737
15,2060856150,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DELLA CARNIA,1-Gen-2016,28,PRATO CARNICO,465,462,927
16,2060856150,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DELLA CARNIA,1-Gen-2016,28,PREONE,127,139,266
17,2060856150,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DELLA CARNIA,1-Gen-2016,28,RAVASCLETTO,281,279,560
18,2060856150,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DELLA CARNIA,1-Gen-2016,28,RAVEO,239,269,508
19,2060856150,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DELLA CARNIA,1-Gen-2016,28,RIGOLATO,255,247,502
20,2060856150,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DELLA CARNIA,1-Gen-2016,28,SAPPADA,638,668,1306
21,2060856150,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DELLA CARNIA,1-Gen-2016,28,SAURIS,198,221,419
22,2060856150,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DELLA CARNIA,1-Gen-2016,28,SOCCHIEVE,449,492,941
23,2060856150,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DELLA CARNIA,1-Gen-2016,28,SUTRIO,677,694,1371
24,2060856150,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DELLA CARNIA,1-Gen-2016,28,TOLMEZZO,5101,5469,10570
25,2060856150,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DELLA CARNIA,1-Gen-2016,28,TREPPO LIGOSULLO,397,387,784
26,2060856150,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DELLA CARNIA,1-Gen-2016,28,VERZEGNIS,449,457,906
27,2060856150,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DELLA CARNIA,1-Gen-2016,28,VILLA SANTINA,1038,1184,2222
28,2060856150,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' DI MONTAGNA DELLA CARNIA,1-Gen-2016,28,ZUGLIO,303,303,606
1,2060856320,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' RIVIERA FRIULANA,15-Apr-2016,12,CARLINO,1361,1429,2790
2,2060856320,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' RIVIERA FRIULANA,15-Apr-2016,12,LATISANA,6549,7098,13647
3,2060856320,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' RIVIERA FRIULANA,15-Apr-2016,12,LIGNANO SABBIADORO,3140,3307,6447
4,2060856320,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' RIVIERA FRIULANA,15-Apr-2016,12,MARANO LAGUNARE,986,977,1963
5,2060856320,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' RIVIERA FRIULANA,15-Apr-2016,12,MUZZANA DEL TURGNANO,1280,1361,2641
6,2060856320,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' RIVIERA FRIULANA,15-Apr-2016,12,PALAZZOLO DELLO STELLA,1469,1539,3008
7,2060856320,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' RIVIERA FRIULANA,15-Apr-2016,12,POCENIA,1294,1301,2595
8,2060856320,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' RIVIERA FRIULANA,15-Apr-2016,12,PORPETTO,1314,1336,2650
9,2060856320,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' RIVIERA FRIULANA,15-Apr-2016,12,PRECENICCO,708,776,1484
10,2060856320,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' RIVIERA FRIULANA,15-Apr-2016,12,RIVIGNANO TEOR,3166,3237,6403
11,2060856320,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' RIVIERA FRIULANA,15-Apr-2016,12,RONCHIS,995,1059,2054
12,2060856320,FRIULI-VENEZIA GIULIA,UDINE,COMUNITA' RIVIERA FRIULANA,15-Apr-2016,12,SAN GIORGIO DI NOGARO,3774,3907,7681
1,2060856300,FRIULI-VENEZIA GIULIA,UDINE,UNIONE TERRITORIALE INTERCOMUNALE DEL FRIULI CENTRALE,15-Apr-2016,5,CAMPOFORMIDO,3720,3959,7679
2,2060856300,FRIULI-VENEZIA GIULIA,UDINE,UNIONE TERRITORIALE INTERCOMUNALE DEL FRIULI CENTRALE,15-Apr-2016,5,POZZUOLO DEL FRIULI,3344,3536,6880
3,2060856300,FRIULI-VENEZIA GIULIA,UDINE,UNIONE TERRITORIALE INTERCOMUNALE DEL FRIULI CENTRALE,15-Apr-2016,5,TAVAGNACCO,6785,7477,14262
4,2060856300,FRIULI-VENEZIA GIULIA,UDINE,UNIONE TERRITORIALE INTERCOMUNALE DEL FRIULI CENTRALE,15-Apr-2016,5,TRICESIMO,3628,3981,7609
5,2060856300,FRIULI-VENEZIA GIULIA,UDINE,UNIONE TERRITORIALE INTERCOMUNALE DEL FRIULI CENTRALE,15-Apr-2016,5,UDINE,45505,52782,98287
1,3120336060,LAZIO,FROSINONE,ANTICA TERRA DI LAVORO,1-Gen-2002,3,FALVATERRA,279,288,567
2,3120336060,LAZIO,FROSINONE,ANTICA TERRA DI LAVORO,1-Gen-2002,3,ROCCA D'ARCE,472,499,971
3,3120336060,LAZIO,FROSINONE,ANTICA TERRA DI LAVORO,1-Gen-2002,3,SAN GIOVANNI INCARICO,1633,1777,3410
1,3120336020,LAZIO,FROSINONE,CINQUE CITTA',1-Gen-1999,5,AQUINO,2603,2706,5309
2,3120336020,LAZIO,FROSINONE,CINQUE CITTA',1-Gen-1999,5,PIEDIMONTE SAN GERMANO,2975,3061,6036
3,3120336020,LAZIO,FROSINONE,CINQUE CITTA',1-Gen-1999,5,PONTECORVO,6389,6834,13223
4,3120336020,LAZIO,FROSINONE,CINQUE CITTA',1-Gen-1999,5,ROCCASECCA,3714,3822,7536
5,3120336020,LAZIO,FROSINONE,CINQUE CITTA',1-Gen-1999,5,VILLA SANTA LUCIA,1307,1332,2639
1,3120336090,LAZIO,FROSINONE,CIVITAS EUROPAE,1-Gen-2003,4,ARCE,2805,2978,5783
2,3120336090,LAZIO,FROSINONE,CIVITAS EUROPAE,1-Gen-2003,4,ARPINO,3546,3840,7386
3,3120336090,LAZIO,FROSINONE,CIVITAS EUROPAE,1-Gen-2003,4,FONTANA LIRI,1443,1550,2993
4,3120336090,LAZIO,FROSINONE,CIVITAS EUROPAE,1-Gen-2003,4,SANTOPADRE,709,701,1410
1,3120336080,LAZIO,FROSINONE,COMINIUM,1-Gen-2002,6,ATINA,2125,2336,4461
2,3120336080,LAZIO,FROSINONE,COMINIUM,1-Gen-2002,6,BELMONTE CASTELLO,406,372,778
3,3120336080,LAZIO,FROSINONE,COMINIUM,1-Gen-2002,6,CASALATTICO,310,331,641
4,3120336080,LAZIO,FROSINONE,COMINIUM,1-Gen-2002,6,PICINISCO,613,642,1255
5,3120336080,LAZIO,FROSINONE,COMINIUM,1-Gen-2002,6,TERELLE,226,234,460
6,3120336080,LAZIO,FROSINONE,COMINIUM,1-Gen-2002,6,VILLA LATINA,633,653,1286
1,3120336040,LAZIO,FROSINONE,DEGLI ERNICI,1-Gen-2001,7,FILETTINO,287,264,551
2,3120336040,LAZIO,FROSINONE,DEGLI ERNICI,1-Gen-2001,7,FUMONE,1068,1112,2180
3,3120336040,LAZIO,FROSINONE,DEGLI ERNICI,1-Gen-2001,7,GUARCINO,808,850,1658
4,3120336040,LAZIO,FROSINONE,DEGLI ERNICI,1-Gen-2001,7,TORRE CAJETANI,695,693,1388
5,3120336040,LAZIO,FROSINONE,DEGLI ERNICI,1-Gen-2001,7,TREVI NEL LAZIO,922,931,1853
6,3120336040,LAZIO,FROSINONE,DEGLI ERNICI,1-Gen-2001,7,TRIVIGLIANO,838,855,1693
7,3120336040,LAZIO,FROSINONE,DEGLI ERNICI,1-Gen-2001,7,VICO NEL LAZIO,1109,1147,2256
1,3120336100,LAZIO,FROSINONE,DEL LACERNO E DEL FIBRENO,1-Gen-2005,5,BROCCOSTELLA,1390,1417,2807
2,3120336100,LAZIO,FROSINONE,DEL LACERNO E DEL FIBRENO,1-Gen-2005,5,CAMPOLI APPENNINO,879,870,1749
3,3120336100,LAZIO,FROSINONE,DEL LACERNO E DEL FIBRENO,1-Gen-2005,5,FONTECHIARI,642,676,1318
4,3120336100,LAZIO,FROSINONE,DEL LACERNO E DEL FIBRENO,1-Gen-2005,5,PESCOSOLIDO,757,795,1552
5,3120336100,LAZIO,FROSINONE,DEL LACERNO E DEL FIBRENO,1-Gen-2005,5,POSTA FIBRENO,593,624,1217
1,3120336050,LAZIO,FROSINONE,MUNICIPI D'EUROPA,1-Gen-2002,3,CASTROCIELO,1900,2069,3969
2,3120336050,LAZIO,FROSINONE,MUNICIPI D'EUROPA,1-Gen-2002,3,COLFELICE,942,911,1853
3,3120336050,LAZIO,FROSINONE,MUNICIPI D'EUROPA,1-Gen-2002,3,COLLE SAN MAGNO,368,376,744
1,3120336070,LAZIO,FROSINONE,PAESI DELLA CIOCIARIA,1-Gen-2002,5,ARNARA,1129,1250,2379
2,3120336070,LAZIO,FROSINONE,PAESI DELLA CIOCIARIA,1-Gen-2002,5,POFI,2129,2174,4303
3,3120336070,LAZIO,FROSINONE,PAESI DELLA CIOCIARIA,1-Gen-2002,5,RIPI,2608,2738,5346
4,3120336070,LAZIO,FROSINONE,PAESI DELLA CIOCIARIA,1-Gen-2002,5,STRANGOLAGALLI,1225,1276,2501
5,3120336070,LAZIO,FROSINONE,PAESI DELLA CIOCIARIA,1-Gen-2002,5,TORRICE,2256,2352,4608
1,3120336110,LAZIO,FROSINONE,UNIONE DEI COMUNI DELLE MAINARDE,1-Gen-2005,4,CERVARO,3776,3968,7744
2,3120336110,LAZIO,FROSINONE,UNIONE DEI COMUNI DELLE MAINARDE,1-Gen-2005,4,SAN VITTORE DEL LAZIO,1330,1349,2679
3,3120336110,LAZIO,FROSINONE,UNIONE DEI COMUNI DELLE MAINARDE,1-Gen-2005,4,SANT'ELIA FIUMERAPIDO,3094,3133,6227
4,3120336110,LAZIO,FROSINONE,UNIONE DEI COMUNI DELLE MAINARDE,1-Gen-2005,4,VITICUSO,179,193,372
1,3120336030,LAZIO,FROSINONE,VALLE DI COMINO,1-Gen-2001,5,ALVITO,1375,1477,2852
2,3120336030,LAZIO,FROSINONE,VALLE DI COMINO,1-Gen-2001,5,GALLINARO,584,662,1246
3,3120336030,LAZIO,FROSINONE,VALLE DI COMINO,1-Gen-2001,5,SAN DONATO VAL DI COMINO,989,1133,2122
4,3120336030,LAZIO,FROSINONE,VALLE DI COMINO,1-Gen-2001,5,SETTEFRATI,396,396,792
5,3120336030,LAZIO,FROSINONE,VALLE DI COMINO,1-Gen-2001,5,VICALVI,378,428,806
1,3120696010,LAZIO,RIETI,BASSA SABINA,1-Gen-2000,5,CANTALUPO IN SABINA,854,882,1736
2,3120696010,LAZIO,RIETI,BASSA SABINA,1-Gen-2000,5,FORANO,1444,1489,2933
3,3120696010,LAZIO,RIETI,BASSA SABINA,1-Gen-2000,5,MONTOPOLI DI SABINA,2109,2113,4222
4,3120696010,LAZIO,RIETI,BASSA SABINA,1-Gen-2000,5,POGGIO MIRTETO,2914,3081,5995
5,3120696010,LAZIO,RIETI,BASSA SABINA,1-Gen-2000,5,TARANO,698,733,1431
1,3120696050,LAZIO,RIETI,DELL'ALTA SABINA,1-Gen-2000,6,CASAPROTA,354,369,723
2,3120696050,LAZIO,RIETI,DELL'ALTA SABINA,1-Gen-2000,6,ORVINIO,237,211,448
3,3120696050,LAZIO,RIETI,DELL'ALTA SABINA,1-Gen-2000,6,POGGIO MOIANO,1370,1428,2798
4,3120696050,LAZIO,RIETI,DELL'ALTA SABINA,1-Gen-2000,6,POZZAGLIA SABINA,175,186,361
5,3120696050,LAZIO,RIETI,DELL'ALTA SABINA,1-Gen-2000,6,SCANDRIGLIA,1481,1453,2934
6,3120696050,LAZIO,RIETI,DELL'ALTA SABINA,1-Gen-2000,6,TORRICELLA IN SABINA,698,707,1405
1,3120696030,LAZIO,RIETI,DELLA VAL D'AIA,1-Gen-2000,4,CONFIGNI,335,337,672
2,3120696030,LAZIO,RIETI,DELLA VAL D'AIA,1-Gen-2000,4,COTTANELLO,288,274,562
3,3120696030,LAZIO,RIETI,DELLA VAL D'AIA,1-Gen-2000,4,MONTASOLA,216,187,403
4,3120696030,LAZIO,RIETI,DELLA VAL D'AIA,1-Gen-2000,4,VACONE,137,127,264
1,3120696040,LAZIO,RIETI,NOVA SABINA,1-Gen-2000,7,CASPERIA,588,643,1231
2,3120696040,LAZIO,RIETI,NOVA SABINA,1-Gen-2000,7,COLLEVECCHIO,780,815,1595
3,3120696040,LAZIO,RIETI,NOVA SABINA,1-Gen-2000,7,MONTEBUONO,470,447,917
4,3120696040,LAZIO,RIETI,NOVA SABINA,1-Gen-2000,7,POGGIO CATINO,650,685,1335
5,3120696040,LAZIO,RIETI,NOVA SABINA,1-Gen-2000,7,ROCCANTICA,295,310,605
6,3120696040,LAZIO,RIETI,NOVA SABINA,1-Gen-2000,7,SELCI,545,561,1106
7,3120696040,LAZIO,RIETI,NOVA SABINA,1-Gen-2000,7,TORRI IN SABINA,618,631,1249
1,3120696060,LAZIO,RIETI,VALLE DEL TEVERE,1-Gen-2001,2,MAGLIANO SABINA,1830,1969,3799
2,3120696060,LAZIO,RIETI,VALLE DEL TEVERE,1-Gen-2001,2,STIMIGLIANO,1106,1135,2241
1,3120696020,LAZIO,RIETI,VALLE DELL'OLIO - AREA DI OSTERIA NUOVA,1-Gen-2000,6,CASTELNUOVO DI FARFA,509,538,1047
2,3120696020,LAZIO,RIETI,VALLE DELL'OLIO - AREA DI OSTERIA NUOVA,1-Gen-2000,6,FRASSO SABINO,338,350,688
3,3120696020,LAZIO,RIETI,VALLE DELL'OLIO - AREA DI OSTERIA NUOVA,1-Gen-2000,6,MONTELEONE SABINO,594,638,1232
4,3120696020,LAZIO,RIETI,VALLE DELL'OLIO - AREA DI OSTERIA NUOVA,1-Gen-2000,6,POGGIO NATIVO,1244,1212,2456
5,3120696020,LAZIO,RIETI,VALLE DELL'OLIO - AREA DI OSTERIA NUOVA,1-Gen-2000,6,POGGIO SAN LORENZO,292,288,580
6,3120696020,LAZIO,RIETI,VALLE DELL'OLIO - AREA DI OSTERIA NUOVA,1-Gen-2000,6,TOFFIA,497,505,1002
1,3120706040,LAZIO,ROMA,MEDANIENE,1-Gen-2002,7,ANTICOLI CORRADO,470,472,942
2,3120706040,LAZIO,ROMA,MEDANIENE,1-Gen-2002,7,ARSOLI,776,871,1647
3,3120706040,LAZIO,ROMA,MEDANIENE,1-Gen-2002,7,CINETO ROMANO,316,325,641
4,3120706040,LAZIO,ROMA,MEDANIENE,1-Gen-2002,7,RIOFREDDO,373,389,762
5,3120706040,LAZIO,ROMA,MEDANIENE,1-Gen-2002,7,ROVIANO,652,740,1392
6,3120706040,LAZIO,ROMA,MEDANIENE,1-Gen-2002,7,VALLINFREDA,152,165,317
7,3120706040,LAZIO,ROMA,MEDANIENE,1-Gen-2002,7,VIVARO ROMANO,84,93,177
1,3120706020,LAZIO,ROMA,SABINA ROMANA,1-Gen-2002,4,MONTEFLAVIO,663,736,1399
2,3120706020,LAZIO,ROMA,SABINA ROMANA,1-Gen-2002,4,MONTORIO ROMANO,1011,1024,2035
3,3120706020,LAZIO,ROMA,SABINA ROMANA,1-Gen-2002,4,NEROLA,909,912,1821
4,3120706020,LAZIO,ROMA,SABINA ROMANA,1-Gen-2002,4,SANT'ANGELO ROMANO,2246,2242,4488
1,3120706080,LAZIO,ROMA,UNIONE  ALTA VALLE DEL SACCO,1-Gen-2005,4,BELLEGRA,1438,1510,2948
2,3120706080,LAZIO,ROMA,UNIONE  ALTA VALLE DEL SACCO,1-Gen-2005,4,OLEVANO ROMANO,3314,3428,6742
3,3120706080,LAZIO,ROMA,UNIONE  ALTA VALLE DEL SACCO,1-Gen-2005,4,ROCCA SANTO STEFANO,531,497,1028
4,3120706080,LAZIO,ROMA,UNIONE  ALTA VALLE DEL SACCO,1-Gen-2005,4,ROIATE,368,381,749
1,3120706060,LAZIO,ROMA,VALLE DEL TEVERE - SORATTE,1-Gen-2003,5,CIVITELLA SAN PAOLO,892,862,1754
2,3120706060,LAZIO,ROMA,VALLE DEL TEVERE - SORATTE,1-Gen-2003,5,FILACCIANO,238,252,490
3,3120706060,LAZIO,ROMA,VALLE DEL TEVERE - SORATTE,1-Gen-2003,5,NAZZANO,680,681,1361
4,3120706060,LAZIO,ROMA,VALLE DEL TEVERE - SORATTE,1-Gen-2003,5,SANT'ORESTE,1818,1884,3702
5,3120706060,LAZIO,ROMA,VALLE DEL TEVERE - SORATTE,1-Gen-2003,5,TORRITA TIBERINA,522,549,1071
1,3120706010,LAZIO,ROMA,VALLE USTICA,1-Gen-2001,5,LICENZA,520,492,1012
2,3120706010,LAZIO,ROMA,VALLE USTICA,1-Gen-2001,5,MANDELA,453,444,897
3,3120706010,LAZIO,ROMA,VALLE USTICA,1-Gen-2001,5,PERCILE,138,139,277
4,3120706010,LAZIO,ROMA,VALLE USTICA,1-Gen-2001,5,ROCCAGIOVINE,132,148,280
5,3120706010,LAZIO,ROMA,VALLE USTICA,1-Gen-2001,5,VICOVARO,1924,2013,3937
1,1070346050,LIGURIA,GENOVA,LE VALLI DELL'ENTELLA,9-Dic-2014,3,BORZONASCA,1045,1079,2124
2,1070346050,LIGURIA,GENOVA,LE VALLI DELL'ENTELLA,9-Dic-2014,3,MEZZANEGO,798,826,1624
3,1070346050,LIGURIA,GENOVA,LE VALLI DELL'ENTELLA,9-Dic-2014,3,NE,1180,1181,2361
1,1070346010,LIGURIA,GENOVA,STURA ORBA E LEIRA,1-Gen-2011,5,CAMPO LIGURE,1492,1553,3045
2,1070346010,LIGURIA,GENOVA,STURA ORBA E LEIRA,1-Gen-2011,5,MASONE,1828,1930,3758
3,1070346010,LIGURIA,GENOVA,STURA ORBA E LEIRA,1-Gen-2011,5,MELE,1301,1386,2687
